instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
connected_nodes/diverse/er/1,connected_nodes,degree,zero_shot,"1, 6, 8, 13",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 6, 8, 13",3,,True,1.0,1.0,False,False,,False,generator,906,unaffected,True,0.208,2687.0,correct,False
connected_nodes/diverse/er/1,connected_nodes,filler,zero_shot,"1, 6, 8, 13",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 6, 8, 13",3,,True,1.0,1.0,False,False,,False,generator,929,revised,True,0.082,2694.0,correct,False
connected_nodes/diverse/er/1,connected_nodes,none,zero_shot,"1, 6, 8, 13",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 6, 8, 13",3,,True,1.0,1.0,False,False,,False,generator,1335,unaffected,True,0.082,3800.0,correct,False
connected_nodes/diverse/er/1,connected_nodes,rwse,zero_shot,"1, 6, 8, 13",qwen3-1.7b-think,qwen3-1.7b,True,integer,"1, 6, 8, 13",3,,True,1.0,1.0,False,False,,False,generator,1186,unaffected,True,0.082,3737.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,all,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,1396,unaffected,True,0.352,4389.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,clustering,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,559,unaffected,True,0.082,1739.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,components,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,1227,unaffected,True,0.082,4560.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,degree,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,1870,unaffected,True,0.208,5759.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,filler,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,678,revised,True,0.082,2070.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,none,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,841,unaffected,True,0.082,2595.0,correct,False
connected_nodes/diverse/er/2,connected_nodes,rwse,zero_shot,"7, 12, 13, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"7, 12, 13, 19",0,,True,1.0,1.0,False,False,,False,generator,814,unaffected,True,0.082,2595.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,all,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1378,unaffected,True,0.352,3011.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,clustering,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1859,unaffected,True,0.082,4318.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,components,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1632,unaffected,True,0.082,3297.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,degree,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1587,unaffected,True,0.208,3230.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,filler,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,934,revised,True,0.082,2121.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,none,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1366,unaffected,True,0.082,2948.0,correct,False
connected_nodes/diverse/er/3,connected_nodes,rwse,zero_shot,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,3098,unaffected,True,0.082,7323.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,all,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1651,unaffected,True,0.352,3789.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,clustering,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,3054,unaffected,True,0.082,7711.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,components,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1652,unaffected,True,0.082,4488.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,degree,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1702,unaffected,True,0.208,3733.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,filler,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1292,revised,True,0.082,3215.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,none,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1610,unaffected,True,0.082,3596.0,correct,False
connected_nodes/diverse/er/4,connected_nodes,rwse,zero_shot,"0, 3, 6, 10, 12, 13, 14, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 3, 6, 10, 12, 13, 14, 19",18,,True,1.0,1.0,False,False,,False,generator,1553,unaffected,True,0.082,3453.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,all,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,755,unaffected,True,0.352,2037.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,clustering,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,1200,unaffected,True,0.082,3434.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,components,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,1654,unaffected,True,0.082,4135.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,degree,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,1363,unaffected,True,0.208,3551.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,filler,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,1409,revised,True,0.082,3851.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,none,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,1678,unaffected,True,0.082,4110.0,correct,False
connected_nodes/diverse/ba/0,connected_nodes,rwse,zero_shot,"0, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 15, 16, 17, 18, 19",1,,True,1.0,1.0,False,False,,False,generator,2327,unaffected,True,0.082,5896.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,all,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1087,unaffected,True,0.352,2614.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,clustering,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1523,unaffected,True,0.082,3674.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,components,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1065,unaffected,True,0.082,2657.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,degree,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1640,unaffected,True,0.208,3621.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,filler,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,795,revised,True,0.082,1992.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,none,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1834,unaffected,True,0.082,4897.0,correct,False
connected_nodes/diverse/ba/1,connected_nodes,rwse,zero_shot,"0, 5, 6, 7, 8, 12, 14, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 5, 6, 7, 8, 12, 14, 18, 19",2,,True,1.0,1.0,False,False,,False,generator,1105,unaffected,True,0.082,2893.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,all,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,983,unaffected,True,0.352,2584.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,clustering,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,771,unaffected,True,0.082,1801.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,components,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,1202,unaffected,True,0.082,3611.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,degree,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,1271,unaffected,True,0.208,3105.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,filler,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,1438,revised,True,0.082,3604.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,none,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,1186,unaffected,True,0.082,2878.0,correct,False
connected_nodes/diverse/ba/2,connected_nodes,rwse,zero_shot,"0, 10, 11, 12, 13, 14, 15, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 10, 11, 12, 13, 14, 15, 19",3,,True,1.0,1.0,False,False,,False,generator,1405,unaffected,True,0.082,3844.0,correct,False
connected_nodes/diverse/ba/3,connected_nodes,all,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17",11,,True,1.0,1.0,False,False,,False,generator,1903,unaffected,True,0.352,4467.0,correct,False
connected_nodes/diverse/ba/3,connected_nodes,clustering,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17",11,,True,1.0,1.0,False,False,,False,generator,1214,unaffected,True,0.082,3089.0,correct,False
connected_nodes/diverse/ba/3,connected_nodes,components,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17, 18, 19",11,,True,0.0,0.8333333333333333,False,False,,False,generator,1714,unaffected,True,0.082,4347.0,wrong,False
connected_nodes/diverse/ba/3,connected_nodes,degree,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17",11,,True,1.0,1.0,False,False,,False,generator,1771,unaffected,True,0.208,5065.0,correct,False
connected_nodes/diverse/ba/3,connected_nodes,filler,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17, 18",11,,True,0.0,0.9090909090909091,False,False,,False,generator,2955,revised,True,0.082,6670.0,wrong,False
connected_nodes/diverse/ba/3,connected_nodes,none,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17, 18",11,False,True,0.0,0.0,False,True,,True,generator,16384,unaffected,False,0.082,40597.0,non_terminating,True
connected_nodes/diverse/ba/3,connected_nodes,rwse,zero_shot,"0, 13, 14, 15, 17",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 15, 17",11,,True,1.0,1.0,False,False,,False,generator,2565,unaffected,True,0.082,5683.0,correct,False
connected_nodes/diverse/ba/4,connected_nodes,all,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18",7,,True,1.0,1.0,False,False,,False,generator,1577,unaffected,True,0.352,4293.0,correct,False
connected_nodes/diverse/ba/4,connected_nodes,clustering,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18",7,,True,1.0,1.0,False,False,,False,generator,1152,unaffected,True,0.082,3136.0,correct,False
connected_nodes/diverse/ba/4,connected_nodes,components,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18, 19",7,,True,0.0,0.9090909090909091,False,False,,False,generator,996,unaffected,True,0.082,2670.0,wrong,False
connected_nodes/diverse/ba/4,connected_nodes,degree,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18",7,,True,1.0,1.0,False,False,,False,generator,1502,unaffected,True,0.208,3918.0,correct,False
connected_nodes/diverse/ba/4,connected_nodes,filler,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 1",7,False,True,0.0,0.0,False,True,,True,generator,16384,revised,False,0.082,41496.0,non_terminating,True
connected_nodes/diverse/ba/4,connected_nodes,none,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18, 19",7,,True,0.0,0.9090909090909091,False,False,,False,generator,1883,unaffected,True,0.082,4948.0,wrong,False
connected_nodes/diverse/ba/4,connected_nodes,rwse,zero_shot,"0, 13, 14, 17, 18",qwen3-1.7b-think,qwen3-1.7b,True,integer,"0, 13, 14, 17, 18",7,,True,1.0,1.0,False,False,,False,generator,1307,unaffected,True,0.082,3767.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,all,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,831,unaffected,True,0.352,2267.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,clustering,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1197,unaffected,True,0.082,2862.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,components,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,914,unaffected,True,0.082,2218.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,degree,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1532,unaffected,True,0.208,4026.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,filler,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1163,revised,True,0.082,2914.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,none,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1291,unaffected,True,0.082,3072.0,correct,False
connected_nodes/diverse/sbm/0,connected_nodes,rwse,zero_shot,"5, 10, 12, 13, 14, 15, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"5, 10, 12, 13, 14, 15, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1381,unaffected,True,0.082,3576.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,all,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,2118,unaffected,True,0.352,6120.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,clustering,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,903,unaffected,True,0.082,2230.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,components,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,855,unaffected,True,0.082,2168.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,degree,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,1449,unaffected,True,0.208,3752.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,filler,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,969,revised,True,0.082,2207.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,none,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,1003,unaffected,True,0.082,2612.0,correct,False
connected_nodes/diverse/sbm/1,connected_nodes,rwse,zero_shot,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14",0,,True,1.0,1.0,False,False,,False,generator,1286,unaffected,True,0.082,3205.0,correct,False
connected_nodes/diverse/sbm/2,connected_nodes,all,zero_shot,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1669,unaffected,True,0.352,3813.0,correct,False
connected_nodes/diverse/sbm/2,connected_nodes,clustering,zero_shot,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1529,unaffected,True,0.082,3552.0,correct,False
connected_nodes/diverse/sbm/2,connected_nodes,components,zero_shot,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,982,unaffected,True,0.082,2322.0,correct,False
connected_nodes/diverse/sbm/2,connected_nodes,degree,zero_shot,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",qwen3-1.7b-think,qwen3-1.7b,True,integer,"2, 3, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19",0,,True,1.0,1.0,False,False,,False,generator,1595,unaffected,True,0.208,3936.0,correct,False
