instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
connected_nodes/size40/p0.1/9,connected_nodes,components,zero_shot,"8, 12, 18, 34",qwen3-4b-think,qwen3-4b,True,integer,"8, 12, 18, 34",4,,True,1.0,1.0,False,False,,False,generator,910,unaffected,True,0.082,3015,correct,False
node_count/size40/p0.1/10,node_count,filler,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,646,revised,True,1.0,2405,correct,False
edge_existence/size40/p0.1/10,edge_existence,degree,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,810,revised,True,0.794,2400,correct,False
edge_count/size40/p0.1/11,edge_count,all,zero_shot,88,qwen3-4b-think,qwen3-4b,True,integer,89,89,False,True,0.0,0.0,False,False,1.0,True,generator,8192,unaffected,True,1.0,19099,non_terminating,False
cycle_check/size40/p0.1/11,cycle_check,clustering,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2960,unaffected,True,0.832,7490,correct,False
connected_nodes/size40/p0.1/12,connected_nodes,none,zero_shot,14,qwen3-4b-think,qwen3-4b,True,integer,14,20,,True,1.0,1.0,False,False,,False,generator,918,unaffected,True,0.082,3200,correct,False
node_count/size40/p0.1/13,node_count,rwse,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,665,unaffected,True,1.0,1670,correct,False
edge_existence/size40/p0.1/13,edge_existence,components,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,564,revised,True,0.498,1801,correct,False
edge_count/size40/p0.1/14,edge_count,filler,zero_shot,75,qwen3-4b-think,qwen3-4b,True,integer,75,75,,True,1.0,1.0,False,False,0.0,False,generator,4428,revised,True,0.018,9190,correct,False
cycle_check/size40/p0.1/14,cycle_check,degree,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2230,unaffected,True,0.946,6290,correct,False
node_degree/size40/p0.1/15,node_degree,all,zero_shot,5,qwen3-4b-think,qwen3-4b,True,integer,5,5,,True,1.0,1.0,False,False,0.0,False,generator,406,unaffected,True,1.0,1444,correct,False
node_count/size40/p0.1/16,node_count,clustering,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1167,unaffected,True,1.0,2723,correct,False
edge_existence/size40/p0.1/16,edge_existence,none,zero_shot,Yes,qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,325,revised,True,0.498,1200,correct,False
edge_count/size40/p0.1/17,edge_count,rwse,zero_shot,76,qwen3-4b-think,qwen3-4b,True,integer,76,76,,True,1.0,1.0,False,False,0.0,False,generator,7216,unaffected,True,0.018,16155,correct,False
cycle_check/size40/p0.1/17,cycle_check,components,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1240,unaffected,True,1.0,3908,correct,False
node_degree/size40/p0.1/18,node_degree,filler,zero_shot,4,qwen3-4b-think,qwen3-4b,True,integer,4,2,,True,1.0,1.0,False,False,0.0,False,generator,518,revised,True,0.082,1913,correct,False
node_count/size40/p0.1/19,node_count,degree,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1141,unaffected,True,1.0,2884,correct,False
connected_nodes/size40/p0.1/19,connected_nodes,all,zero_shot,"2, 3, 21, 30",qwen3-4b-think,qwen3-4b,True,integer,"2, 3, 21, 30",23,,True,1.0,1.0,False,False,,False,generator,458,unaffected,True,0.352,1446,correct,False
edge_count/size40/p0.1/20,edge_count,clustering,zero_shot,76,qwen3-4b-think,qwen3-4b,True,integer,76,76,,True,1.0,1.0,False,False,0.0,False,generator,4520,unaffected,True,0.148,9565,correct,False
cycle_check/size40/p0.1/20,cycle_check,none,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2306,unaffected,True,0.832,6284,correct,False
node_degree/size40/p0.1/21,node_degree,rwse,zero_shot,2,qwen3-4b-think,qwen3-4b,True,integer,37,37,False,True,0.0,0.0,False,False,35.0,True,generator,8192,unaffected,False,0.616,26918,non_terminating,True
node_count/size40/p0.1/22,node_count,components,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,2552,unaffected,True,0.076,7034,correct,True
connected_nodes/size40/p0.1/22,connected_nodes,filler,zero_shot,"7, 13, 17, 19, 21, 26, 30",qwen3-4b-think,qwen3-4b,True,integer,"7, 13, 17, 19, 21, 26, 30",27,,True,1.0,1.0,False,False,,False,generator,6255,revised,True,0.082,19319,correct,True
edge_count/size40/p0.1/23,edge_count,degree,zero_shot,74,qwen3-4b-think,qwen3-4b,True,integer,74,74,True,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,True,1.0,18753,non_terminating,False
edge_existence/size40/p0.1/23,edge_existence,all,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,441,revised,True,0.794,1396,correct,False
node_degree/size40/p0.1/24,node_degree,clustering,zero_shot,4,qwen3-4b-think,qwen3-4b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,845,unaffected,True,0.082,3097,correct,False
node_count/size40/p0.1/25,node_count,none,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,2705,unaffected,True,0.064,6508,correct,True
connected_nodes/size40/p0.1/25,connected_nodes,rwse,zero_shot,"1, 14, 15, 17, 30, 33",qwen3-4b-think,qwen3-4b,True,integer,"1, 14, 15, 17, 30, 33",27,,True,1.0,1.0,False,False,,False,generator,1980,unaffected,True,0.082,4990,correct,False
edge_count/size40/p0.1/26,edge_count,components,zero_shot,87,qwen3-4b-think,qwen3-4b,True,integer,87,87,,True,1.0,1.0,False,False,0.0,False,generator,7185,unaffected,True,0.018,14231,correct,False
edge_existence/size40/p0.1/26,edge_existence,filler,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,597,revised,True,0.498,1822,correct,False
node_degree/size40/p0.1/27,node_degree,degree,zero_shot,7,qwen3-4b-think,qwen3-4b,True,integer,7,7,,True,1.0,1.0,False,False,0.0,False,generator,1208,unaffected,True,1.0,3592,correct,False
cycle_check/size40/p0.1/27,cycle_check,all,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1217,unaffected,True,0.946,3583,correct,False
connected_nodes/size40/p0.1/28,connected_nodes,clustering,zero_shot,"0, 11, 14, 26, 27, 35",qwen3-4b-think,qwen3-4b,True,integer,"0, 11, 14, 26, 27, 35",1,,True,1.0,1.0,False,False,,False,generator,624,unaffected,True,0.082,1879,correct,False
edge_count/size40/p0.1/29,edge_count,none,zero_shot,88,qwen3-4b-think,qwen3-4b,True,integer,88,88,True,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,True,0.018,17730,non_terminating,False
edge_existence/size40/p0.1/29,edge_existence,rwse,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,531,revised,True,0.642,1787,correct,False
node_degree/size40/p0.1/30,node_degree,components,zero_shot,4,qwen3-4b-think,qwen3-4b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,1002,unaffected,True,0.082,3277,correct,False
cycle_check/size40/p0.1/30,cycle_check,filler,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2688,revised,True,0.832,7439,correct,False
connected_nodes/size40/p0.1/31,connected_nodes,degree,zero_shot,"11, 33",qwen3-4b-think,qwen3-4b,True,integer,"11, 33",30,,True,1.0,1.0,False,False,,False,generator,636,unaffected,True,0.208,2239,correct,False
node_count/size40/p0.1/32,node_count,all,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,458,unaffected,True,1.0,1312,correct,False
edge_existence/size40/p0.1/32,edge_existence,clustering,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,600,revised,True,0.72,1788,correct,False
node_degree/size40/p0.1/33,node_degree,none,zero_shot,0,qwen3-4b-think,qwen3-4b,True,integer,0,0,,True,1.0,1.0,False,False,0.0,False,generator,1591,unaffected,True,0.082,4204,correct,False
cycle_check/size40/p0.1/33,cycle_check,rwse,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,No,,True,1.0,1.0,False,False,,False,generator,2964,unaffected,True,0.832,11729,correct,False
connected_nodes/size40/p0.1/34,connected_nodes,components,zero_shot,"1, 5, 7, 13, 15, 18, 19, 24, 29, 39",qwen3-4b-think,qwen3-4b,True,integer,"1, 5, 7, 13, 15, 18, 19, 24, 29, 39",4,,True,1.0,1.0,False,False,,False,generator,1606,unaffected,True,0.082,4914,correct,False
node_count/size40/p0.1/35,node_count,filler,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,625,revised,True,1.0,2338,correct,False
edge_existence/size40/p0.1/35,edge_existence,degree,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,964,revised,True,0.794,2826,correct,False
edge_count/size40/p0.1/36,edge_count,all,zero_shot,73,qwen3-4b-think,qwen3-4b,True,integer,27,0,False,True,0.0,0.0,False,False,46.0,True,generator,8192,unaffected,True,1.0,29066,non_terminating,False
cycle_check/size40/p0.1/36,cycle_check,clustering,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1710,unaffected,True,0.832,4998,correct,False
connected_nodes/size40/p0.1/37,connected_nodes,none,zero_shot,"0, 3, 8, 11, 26, 33, 34",qwen3-4b-think,qwen3-4b,True,integer,"0, 3, 8, 11, 26, 33, 34",12,,True,1.0,1.0,False,False,,False,generator,781,unaffected,True,0.082,2808,correct,False
node_count/size40/p0.1/38,node_count,rwse,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,990,unaffected,True,1.0,2135,correct,False
edge_existence/size40/p0.1/38,edge_existence,components,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,726,revised,True,0.498,2275,correct,False
edge_count/size40/p0.1/39,edge_count,filler,zero_shot,82,qwen3-4b-think,qwen3-4b,True,integer,2,0,False,True,0.0,0.0,False,False,80.0,True,generator,8192,revised,True,0.018,18196,non_terminating,False
cycle_check/size40/p0.1/39,cycle_check,degree,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2037,unaffected,True,0.946,5416,correct,False
node_degree/size40/p0.1/40,node_degree,all,zero_shot,5,qwen3-4b-think,qwen3-4b,True,integer,5,3,,True,1.0,1.0,False,False,0.0,False,generator,484,unaffected,True,1.0,1757,correct,False
node_count/size40/p0.1/41,node_count,clustering,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,635,unaffected,True,1.0,1914,correct,False
edge_existence/size40/p0.1/41,edge_existence,none,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1452,revised,True,0.498,4374,correct,True
edge_count/size40/p0.1/42,edge_count,rwse,zero_shot,70,qwen3-4b-think,qwen3-4b,True,integer,70,70,,True,1.0,1.0,False,False,0.0,False,generator,6640,unaffected,True,0.018,14675,correct,False
cycle_check/size40/p0.1/42,cycle_check,components,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1497,unaffected,True,1.0,3846,correct,False
node_degree/size40/p0.1/43,node_degree,filler,zero_shot,3,qwen3-4b-think,qwen3-4b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,1754,revised,True,0.082,4569,correct,False
node_count/size40/p0.1/44,node_count,degree,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1092,unaffected,True,1.0,2975,correct,False
connected_nodes/size40/p0.1/44,connected_nodes,all,zero_shot,"6, 13, 14, 22, 33",qwen3-4b-think,qwen3-4b,True,integer,"6, 13, 14, 22, 33",2,,True,1.0,1.0,False,False,,False,generator,512,unaffected,True,0.352,1560,correct,False
edge_count/size40/p0.1/45,edge_count,clustering,zero_shot,81,qwen3-4b-think,qwen3-4b,True,integer,81,81,,True,1.0,1.0,False,False,0.0,False,generator,3920,unaffected,True,0.148,8926,correct,False
cycle_check/size40/p0.1/45,cycle_check,none,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1383,unaffected,True,0.832,4261,correct,False
node_degree/size40/p0.1/46,node_degree,rwse,zero_shot,5,qwen3-4b-think,qwen3-4b,True,integer,5,5,,True,1.0,1.0,False,False,0.0,False,generator,489,unaffected,True,0.616,1725,correct,False
node_count/size40/p0.1/47,node_count,components,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,852,unaffected,True,0.076,2425,correct,False
connected_nodes/size40/p0.1/47,connected_nodes,filler,zero_shot,"4, 34",qwen3-4b-think,qwen3-4b,True,integer,"4, 34",37,,True,1.0,1.0,False,False,,False,generator,1752,revised,True,0.082,4840,correct,False
edge_count/size40/p0.1/48,edge_count,degree,zero_shot,71,qwen3-4b-think,qwen3-4b,True,integer,2,71,False,True,0.0,0.0,False,False,69.0,True,generator,8192,unaffected,True,1.0,14505,non_terminating,False
edge_existence/size40/p0.1/48,edge_existence,all,zero_shot,Yes,qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,496,revised,True,0.794,1640,correct,False
node_degree/size40/p0.1/49,node_degree,clustering,zero_shot,0,qwen3-4b-think,qwen3-4b,True,integer,0,0,,True,1.0,1.0,False,False,0.0,False,generator,2183,unaffected,True,0.082,6424,correct,True
node_count/size40/p0.1/50,node_count,none,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,2819,unaffected,True,0.064,6028,correct,True
connected_nodes/size40/p0.1/50,connected_nodes,rwse,zero_shot,"2, 4, 23, 26, 29, 39",qwen3-4b-think,qwen3-4b,True,integer,"2, 4, 23, 26, 29, 39",19,,True,1.0,1.0,False,False,,False,generator,629,unaffected,True,0.082,1920,correct,False
edge_count/size40/p0.1/51,edge_count,components,zero_shot,80,qwen3-4b-think,qwen3-4b,True,integer,80,80,,True,1.0,1.0,False,False,0.0,False,generator,4494,unaffected,True,0.018,8683,correct,False
edge_existence/size40/p0.1/51,edge_existence,filler,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,619,revised,True,0.498,1867,correct,False
node_degree/size40/p0.1/52,node_degree,degree,zero_shot,1,qwen3-4b-think,qwen3-4b,True,integer,1,1,,True,1.0,1.0,False,False,0.0,False,generator,555,unaffected,True,1.0,2130,correct,False
cycle_check/size40/p0.1/52,cycle_check,all,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1881,unaffected,True,0.946,5309,correct,False
connected_nodes/size40/p0.1/53,connected_nodes,clustering,zero_shot,"12, 32, 36",qwen3-4b-think,qwen3-4b,True,integer,"12, 32, 36",11,,True,1.0,1.0,False,False,,False,generator,326,unaffected,True,0.082,1104,correct,False
edge_count/size40/p0.1/54,edge_count,none,zero_shot,76,qwen3-4b-think,qwen3-4b,True,integer,76,76,True,True,0.0,0.0,True,False,0.0,True,generator,8192,unaffected,True,0.018,17550,non_terminating,False
edge_existence/size40/p0.1/54,edge_existence,rwse,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,465,revised,True,0.642,1502,correct,False
node_degree/size40/p0.1/55,node_degree,components,zero_shot,3,qwen3-4b-think,qwen3-4b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,633,unaffected,True,0.082,2343,correct,False
cycle_check/size40/p0.1/55,cycle_check,filler,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1026,revised,True,0.832,3243,correct,False
connected_nodes/size40/p0.1/56,connected_nodes,degree,zero_shot,"2, 35",qwen3-4b-think,qwen3-4b,True,integer,"2, 35",39,,True,1.0,1.0,False,False,,False,generator,505,unaffected,True,0.208,1770,correct,False
node_count/size40/p0.1/57,node_count,all,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,603,unaffected,True,1.0,1725,correct,False
edge_existence/size40/p0.1/57,edge_existence,clustering,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1364,revised,True,0.72,3562,correct,False
node_degree/size40/p0.1/58,node_degree,none,zero_shot,3,qwen3-4b-think,qwen3-4b,True,integer,3,3,,True,1.0,1.0,False,False,0.0,False,generator,799,unaffected,True,0.082,2417,correct,False
cycle_check/size40/p0.1/58,cycle_check,rwse,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2245,unaffected,True,0.832,8631,correct,False
connected_nodes/size40/p0.1/59,connected_nodes,components,zero_shot,"2, 13",qwen3-4b-think,qwen3-4b,True,integer,"2, 13",29,False,True,0.0,0.0,True,False,,True,generator,8192,unaffected,True,0.082,24738,non_terminating,True
node_count/size40/p0.1/60,node_count,filler,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,770,revised,True,1.0,2840,correct,False
edge_existence/size40/p0.1/60,edge_existence,degree,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,594,revised,True,0.794,1793,correct,False
edge_count/size40/p0.1/61,edge_count,all,zero_shot,78,qwen3-4b-think,qwen3-4b,True,integer,9,0,False,True,0.0,0.0,False,False,69.0,True,generator,8192,unaffected,False,1.0,23436,non_terminating,False
cycle_check/size40/p0.1/61,cycle_check,clustering,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1729,unaffected,True,0.832,5003,correct,False
connected_nodes/size40/p0.1/62,connected_nodes,none,zero_shot,"7, 14, 31, 37",qwen3-4b-think,qwen3-4b,True,integer,"7, 14, 31, 37",9,,True,1.0,1.0,False,False,,False,generator,1748,unaffected,True,0.082,6136,correct,False
node_count/size40/p0.1/63,node_count,rwse,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,508,unaffected,True,1.0,1156,correct,False
edge_existence/size40/p0.1/63,edge_existence,components,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,745,revised,True,0.498,2246,correct,False
edge_count/size40/p0.1/64,edge_count,filler,zero_shot,83,qwen3-4b-think,qwen3-4b,True,integer,83,83,True,True,0.0,0.0,True,False,0.0,True,generator,8192,revised,True,0.018,17252,non_terminating,False
cycle_check/size40/p0.1/64,cycle_check,degree,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,2516,unaffected,True,0.946,6139,correct,False
node_degree/size40/p0.1/65,node_degree,all,zero_shot,6,qwen3-4b-think,qwen3-4b,True,integer,6,6,,True,1.0,1.0,False,False,0.0,False,generator,435,unaffected,True,1.0,1447,correct,False
node_count/size40/p0.1/66,node_count,clustering,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,549,unaffected,True,1.0,2041,correct,False
edge_existence/size40/p0.1/66,edge_existence,none,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,598,revised,True,0.498,1699,correct,False
edge_count/size40/p0.1/67,edge_count,rwse,zero_shot,88,qwen3-4b-think,qwen3-4b,True,integer,88,88,,True,1.0,1.0,False,False,0.0,False,generator,7064,unaffected,True,0.018,17000,correct,False
cycle_check/size40/p0.1/67,cycle_check,components,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,4295,unaffected,True,1.0,12368,correct,False
node_degree/size40/p0.1/68,node_degree,filler,zero_shot,4,qwen3-4b-think,qwen3-4b,True,integer,4,4,,True,1.0,1.0,False,False,0.0,False,generator,1895,revised,True,0.082,4976,correct,True
node_count/size40/p0.1/69,node_count,degree,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,0,,True,1.0,1.0,False,False,0.0,False,generator,1363,unaffected,True,1.0,2974,correct,False
connected_nodes/size40/p0.1/69,connected_nodes,all,zero_shot,31,qwen3-4b-think,qwen3-4b,True,integer,31,39,,True,1.0,1.0,False,False,,False,generator,656,unaffected,True,0.352,2569,correct,False
edge_count/size40/p0.1/70,edge_count,clustering,zero_shot,81,qwen3-4b-think,qwen3-4b,True,integer,-9,2,False,True,0.0,0.0,False,False,90.0,True,generator,8192,unaffected,False,0.148,16012,non_terminating,False
cycle_check/size40/p0.1/70,cycle_check,none,zero_shot,"Yes, there is a cycle",qwen3-4b-think,qwen3-4b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,3572,unaffected,True,0.832,9380,correct,False
node_degree/size40/p0.1/71,node_degree,rwse,zero_shot,1,qwen3-4b-think,qwen3-4b,True,integer,1,1,,True,1.0,1.0,False,False,0.0,False,generator,1219,unaffected,True,0.616,3676,correct,False
node_count/size40/p0.1/72,node_count,components,zero_shot,40,qwen3-4b-think,qwen3-4b,True,integer,40,40,,True,1.0,1.0,False,False,0.0,False,generator,1917,unaffected,True,0.076,5690,correct,True
connected_nodes/size40/p0.1/72,connected_nodes,filler,zero_shot,"9, 25",qwen3-4b-think,qwen3-4b,True,integer,"9, 25",6,,True,1.0,1.0,False,False,,False,generator,444,revised,True,0.082,1614,correct,False
edge_count/size40/p0.1/73,edge_count,degree,zero_shot,75,qwen3-4b-think,qwen3-4b,True,integer,2,0,False,True,0.0,0.0,False,False,73.0,True,generator,8192,unaffected,False,1.0,17998,non_terminating,False
edge_existence/size40/p0.1/73,edge_existence,all,zero_shot,No,qwen3-4b-think,qwen3-4b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,518,revised,True,0.794,1658,correct,False
node_degree/size40/p0.1/74,node_degree,clustering,zero_shot,1,qwen3-4b-think,qwen3-4b,True,integer,1,1,,True,1.0,1.0,False,False,0.0,False,generator,1500,unaffected,True,0.082,3729,correct,False
