index,num_nodes,num_edges,density,degree_mean,degree_std,degree_min,degree_max,component_count,circuit_rank,is_tree,is_forest,is_bipartite,has_isolated_node,triangle_count,is_triangle_free,clustering_mean,size_bucket
28,19,35,0.2046783625730994,3.6842105263157894,1.4886458551295738,2,6,1,17,False,False,False,False,7,False,0.1631578947368421,large
29,12,24,0.36363636363636365,4.0,1.224744871391589,3,6,1,13,False,False,False,False,8,False,0.33055555555555555,medium
30,10,38,0.8444444444444444,7.6,1.2,6,9,1,29,False,False,False,False,73,False,0.8626190476190475,medium
31,16,74,0.6166666666666667,9.25,1.1989578808281798,7,12,1,59,False,False,False,False,120,False,0.5863906926406925,large
32,14,62,0.6813186813186813,8.857142857142858,1.1248582677159729,7,11,1,49,False,False,False,False,109,False,0.6475417439703154,medium
33,13,20,0.2564102564102564,3.076923076923077,1.6853001769389726,1,7,1,8,False,False,False,False,5,False,0.30952380952380953,medium
34,7,5,0.23809523809523808,1.4285714285714286,1.049781318335648,0,3,2,0,False,True,True,True,0,True,0.0,small
35,13,76,0.9743589743589743,11.692307692307692,0.46153846153846156,11,12,1,64,False,False,False,False,264,False,0.9734265734265736,medium
36,11,20,0.36363636363636365,3.6363636363636362,1.1499191491521379,2,5,1,10,False,False,False,False,8,False,0.4848484848484848,medium
37,18,85,0.5555555555555556,9.444444444444445,1.4614384931073228,6,12,1,68,False,False,False,False,130,False,0.5288319704986372,large
38,15,94,0.8952380952380953,12.533333333333333,1.1469767022723503,11,14,1,80,False,False,False,False,327,False,0.8985969585969585,large
39,7,0,0.0,0.0,0.0,0,0,7,0,False,True,True,True,0,True,0.0,small
40,8,20,0.7142857142857143,5.0,1.118033988749895,3,6,1,13,False,False,False,False,20,False,0.7541666666666667,small
41,9,6,0.16666666666666666,1.3333333333333333,0.6666666666666666,0,2,3,0,False,True,True,True,0,True,0.0,small
42,16,70,0.5833333333333334,8.75,2.358495283014151,5,12,1,55,False,False,False,False,121,False,0.6532287157287158,large
43,12,7,0.10606060606060606,1.1666666666666667,0.9860132971832695,0,3,6,1,False,False,False,True,1,False,0.13888888888888887,medium
44,17,52,0.38235294117647056,6.117647058823529,1.0782531046954917,4,8,1,36,False,False,False,False,31,False,0.3264705882352941,large
45,9,6,0.16666666666666666,1.3333333333333333,1.1547005383792515,0,3,4,1,False,False,True,True,0,True,0.0,small
46,10,45,1.0,9.0,0.0,9,9,1,36,False,False,False,False,120,False,1.0,medium
47,8,18,0.6428571428571429,4.5,1.0,3,6,1,11,False,False,False,False,13,False,0.5625,small
48,11,3,0.05454545454545454,0.5454545454545454,0.49792959773196915,0,1,8,0,False,True,True,True,0,True,0.0,medium
49,18,90,0.5882352941176471,10.0,1.9720265943665387,6,13,1,73,False,False,False,False,169,False,0.6165149665149665,large
50,5,9,0.9,3.6,0.4898979485566356,3,4,1,5,False,False,False,False,7,False,0.9,small
51,16,88,0.7333333333333333,11.0,1.541103500742244,7,14,1,73,False,False,False,False,217,False,0.7332899739149739,large
52,10,45,1.0,9.0,0.0,9,9,1,36,False,False,False,False,120,False,1.0,medium
53,16,22,0.18333333333333332,2.75,1.299038105676658,0,5,2,8,False,False,False,True,3,False,0.09166666666666667,large
54,15,105,1.0,14.0,0.0,14,14,1,91,False,False,False,False,455,False,1.0,large
55,10,26,0.5777777777777777,5.2,1.2489995996796797,4,7,1,17,False,False,False,False,21,False,0.5557142857142857,medium
56,15,98,0.9333333333333333,13.066666666666666,0.7717224601860151,12,14,1,84,False,False,False,False,367,False,0.9281274281274282,large
57,7,12,0.5714285714285714,3.4285714285714284,0.9035079029052513,2,5,1,6,False,False,False,False,4,False,0.34285714285714286,small
58,11,5,0.09090909090909091,0.9090909090909091,0.7925270806437587,0,2,6,0,False,True,True,True,0,True,0.0,medium
59,18,16,0.10457516339869281,1.7777777777777777,1.0304020550550783,0,4,4,2,False,False,False,True,1,False,0.046296296296296294,large
60,18,40,0.26143790849673204,4.444444444444445,1.6740576859243737,2,8,1,23,False,False,False,False,14,False,0.2482804232804233,large
61,17,90,0.6617647058823529,10.588235294117647,2.0017293561380654,6,13,1,74,False,False,False,False,197,False,0.6609759521524227,large
62,8,21,0.75,5.25,1.3919410907075054,3,7,1,14,False,False,False,False,25,False,0.8458333333333333,small
63,7,6,0.2857142857142857,1.7142857142857142,1.1605769149479943,0,3,3,2,False,False,False,True,1,False,0.23809523809523808,small
64,12,4,0.06060606060606061,0.6666666666666666,0.6236095644623236,0,2,8,0,False,True,True,True,0,True,0.0,medium
65,18,99,0.6470588235294118,11.0,1.9148542155126762,8,15,1,82,False,False,False,False,227,False,0.669330977664311,large
66,9,18,0.5,4.0,1.632993161855452,1,6,1,10,False,False,False,False,12,False,0.5629629629629629,small
67,7,8,0.38095238095238093,2.2857142857142856,0.880630571852711,1,4,1,2,False,False,False,False,1,False,0.21428571428571427,small
68,6,14,0.9333333333333333,4.666666666666667,0.4714045207910317,4,5,1,9,False,False,False,False,16,False,0.9333333333333335,small
69,11,13,0.23636363636363636,2.3636363636363638,1.2984415324623362,1,5,1,3,False,False,False,False,1,False,0.1303030303030303,medium
70,9,12,0.3333333333333333,2.6666666666666665,1.4142135623730951,0,4,2,5,False,False,False,True,3,False,0.18518518518518517,small
71,17,2,0.014705882352941176,0.23529411764705882,0.5455069703232767,0,2,15,0,False,True,True,True,0,True,0.0,large
72,12,50,0.7575757575757576,8.333333333333334,1.4907119849998596,6,11,1,39,False,False,False,False,99,False,0.7969215969215968,medium
73,8,20,0.7142857142857143,5.0,1.0,3,6,1,13,False,False,False,False,20,False,0.6708333333333334,small
74,18,114,0.7450980392156863,12.666666666666666,1.8257418583505536,8,16,1,97,False,False,False,False,339,False,0.7510125676792343,large
75,12,7,0.10606060606060606,1.1666666666666667,1.2133516482134197,0,4,5,0,False,True,True,True,0,True,0.0,medium
76,19,111,0.6491228070175439,11.68421052631579,2.3181805837416043,8,17,1,93,False,False,False,False,269,False,0.666445860640907,large
77,7,19,0.9047619047619048,5.428571428571429,0.7284313590846836,4,6,1,13,False,False,False,False,26,False,0.9238095238095239,small
78,8,4,0.14285714285714285,1.0,0.8660254037844386,0,2,4,0,False,True,True,True,0,True,0.0,small
79,8,26,0.9285714285714286,6.5,0.7071067811865476,5,7,1,19,False,False,False,False,45,False,0.9404761904761905,small
80,5,4,0.4,1.6,0.4898979485566356,1,2,1,0,True,True,True,False,0,True,0.0,small
81,13,28,0.358974358974359,4.3076923076923075,1.7269187938956652,2,8,1,16,False,False,False,False,10,False,0.2912087912087912,medium
82,11,49,0.8909090909090909,8.909090909090908,0.899954085146515,7,10,1,39,False,False,False,False,116,False,0.8914862914862914,medium
83,19,117,0.6842105263157895,12.31578947368421,1.3397812696166165,10,15,1,99,False,False,False,False,300,False,0.673352962826647,large
84,10,21,0.4666666666666667,4.2,1.3266499161421599,2,6,1,12,False,False,False,False,11,False,0.5033333333333333,medium
85,14,61,0.6703296703296703,8.714285714285714,1.9059520091609046,4,12,1,48,False,False,False,False,113,False,0.7030509173366317,medium
86,13,29,0.3717948717948718,4.461538461538462,1.447299055555906,2,6,1,17,False,False,False,False,15,False,0.36666666666666664,medium
87,5,1,0.1,0.4,0.48989794855663565,0,1,4,0,False,True,True,True,0,True,0.0,small
88,10,0,0.0,0.0,0.0,0,0,10,0,False,True,True,True,0,True,0.0,medium
89,11,31,0.5636363636363636,5.636363636363637,1.3666633071248098,3,8,1,21,False,False,False,False,28,False,0.567099567099567,medium
90,7,12,0.5714285714285714,3.4285714285714284,0.9035079029052513,2,5,1,6,False,False,False,False,4,False,0.34285714285714286,small
91,5,9,0.9,3.6,0.4898979485566356,3,4,1,5,False,False,False,False,7,False,0.9,small
92,14,29,0.31868131868131866,4.142857142857143,1.1866605518454392,2,7,1,16,False,False,False,False,8,False,0.20374149659863947,medium
93,16,68,0.5666666666666667,8.5,2.03100960115899,5,13,1,53,False,False,False,False,103,False,0.5843677156177156,large
94,12,22,0.3333333333333333,3.6666666666666665,1.7950549357115013,0,7,2,12,False,False,False,True,11,False,0.396031746031746,medium
95,15,62,0.5904761904761905,8.266666666666667,1.569146972791976,5,11,1,48,False,False,False,False,90,False,0.5827176527176526,large
96,14,10,0.10989010989010989,1.4285714285714286,1.1157499537009508,0,3,5,1,False,False,True,True,0,True,0.0,medium
97,17,40,0.29411764705882354,4.705882352941177,1.9930675701291078,0,8,2,25,False,False,False,True,21,False,0.323109243697479,large
98,15,51,0.4857142857142857,6.8,2.1969676071045443,4,11,1,37,False,False,False,False,61,False,0.5625637325637326,large
99,14,40,0.43956043956043955,5.714285714285714,1.3324827218698307,4,8,1,27,False,False,False,False,24,False,0.37534013605442185,medium
100,6,12,0.8,4.0,0.816496580927726,3,5,1,7,False,False,False,False,10,False,0.8444444444444446,small
101,13,24,0.3076923076923077,3.6923076923076925,1.2639751327042295,1,6,1,12,False,False,False,False,5,False,0.20256410256410257,medium
102,11,10,0.18181818181818182,1.8181818181818181,1.33608531424537,0,5,3,2,False,False,True,True,0,True,0.0,medium
103,15,78,0.7428571428571429,10.4,1.083205120618128,9,12,1,64,False,False,False,False,176,False,0.7152861952861952,large
104,8,22,0.7857142857142857,5.5,0.8660254037844386,4,7,1,15,False,False,False,False,26,False,0.7642857142857142,small
105,5,5,0.5,2.0,1.0954451150103321,1,4,1,1,False,False,False,False,1,False,0.4333333333333333,small
106,17,60,0.4411764705882353,7.0588235294117645,1.6616996343324157,4,9,1,44,False,False,False,False,61,False,0.4593837535014006,large
107,10,17,0.37777777777777777,3.4,1.7435595774162693,1,6,1,8,False,False,False,False,11,False,0.48999999999999994,medium
108,19,171,1.0,18.0,0.0,18,18,1,153,False,False,False,False,969,False,1.0,large
109,19,154,0.9005847953216374,16.210526315789473,1.280581585325941,13,18,1,136,False,False,False,False,708,False,0.9021630244540462,large
110,18,89,0.5816993464052288,9.88888888888889,2.23330569358242,6,15,1,72,False,False,False,False,169,False,0.6092401425734759,large
111,5,3,0.3,1.2,0.7483314773547883,0,2,2,0,False,True,True,True,0,True,0.0,small
112,5,1,0.1,0.4,0.48989794855663565,0,1,4,0,False,True,True,True,0,True,0.0,small
113,16,28,0.23333333333333334,3.5,1.8027756377319946,0,7,2,14,False,False,False,True,9,False,0.2125,large
114,16,54,0.45,6.75,1.5206906325745548,3,9,1,39,False,False,False,False,47,False,0.4470734126984127,large
115,5,7,0.7,2.8,0.7483314773547882,2,4,1,3,False,False,False,False,3,False,0.7666666666666666,small
116,15,29,0.2761904761904762,3.8666666666666667,1.54344492037203,1,7,1,15,False,False,False,False,8,False,0.24952380952380954,large
117,6,2,0.13333333333333333,0.6666666666666666,0.7453559924999299,0,2,4,0,False,True,True,True,0,True,0.0,small
118,8,16,0.5714285714285714,4.0,1.118033988749895,2,6,1,9,False,False,False,False,10,False,0.6458333333333333,small
119,19,152,0.8888888888888888,16.0,1.6543403837370223,11,18,1,134,False,False,False,False,688,False,0.8970155145851739,large
120,6,0,0.0,0.0,0.0,0,0,6,0,False,True,True,True,0,True,0.0,small
121,12,47,0.7121212121212122,7.833333333333333,1.3437096247164249,5,10,1,36,False,False,False,False,80,False,0.7366402116402117,medium
122,14,3,0.03296703296703297,0.42857142857142855,0.6226998490772391,0,2,11,0,False,True,True,True,0,True,0.0,medium
123,10,44,0.9777777777777777,8.8,0.4,8,9,1,35,False,False,False,False,112,False,0.9777777777777776,medium
124,7,9,0.42857142857142855,2.5714285714285716,1.2936264483053452,1,4,1,3,False,False,False,False,3,False,0.45238095238095244,small
125,13,10,0.1282051282051282,1.5384615384615385,0.8426500884694863,0,3,3,0,False,True,True,True,0,True,0.0,medium
126,6,12,0.8,4.0,0.5773502691896257,3,5,1,7,False,False,False,False,9,False,0.7277777777777777,small
127,8,13,0.4642857142857143,3.25,1.3919410907075054,1,6,1,6,False,False,False,False,4,False,0.31666666666666665,small
128,16,89,0.7416666666666667,11.125,1.4523687548277813,9,14,1,74,False,False,False,False,222,False,0.7290369352869353,large
129,14,70,0.7692307692307693,10.0,1.647508942095828,7,13,1,57,False,False,False,False,167,False,0.7825266003837434,medium
130,12,54,0.8181818181818182,9.0,1.0801234497346435,7,11,1,43,False,False,False,False,117,False,0.7995430495430496,medium
131,18,7,0.0457516339869281,0.7777777777777778,0.8534606386520677,0,2,11,0,False,True,True,True,0,True,0.0,large
132,8,15,0.5357142857142857,3.75,1.1989578808281798,2,6,1,8,False,False,False,False,9,False,0.5708333333333333,small
133,8,16,0.5714285714285714,4.0,1.0,2,5,1,9,False,False,False,False,9,False,0.4666666666666666,small
134,8,15,0.5357142857142857,3.75,0.82915619758885,3,5,1,8,False,False,False,False,6,False,0.3833333333333333,small
135,10,25,0.5555555555555556,5.0,1.6733200530681511,3,8,1,16,False,False,False,False,19,False,0.5857142857142856,medium
136,7,8,0.38095238095238093,2.2857142857142856,0.880630571852711,1,4,1,2,False,False,False,False,1,False,0.3095238095238096,small
137,19,145,0.847953216374269,15.263157894736842,1.5842017835044642,12,18,1,127,False,False,False,False,591,False,0.8494198440018874,large
138,19,112,0.6549707602339181,11.789473684210526,1.6084954515722238,8,15,1,94,False,False,False,False,267,False,0.6515998621261779,large
139,10,13,0.28888888888888886,2.6,1.3564659966250536,0,5,2,5,False,False,False,True,3,False,0.31,medium
140,17,118,0.8676470588235294,13.882352941176471,1.3669352986614411,12,16,1,102,False,False,False,False,445,False,0.8725627313862608,large
141,13,42,0.5384615384615384,6.461538461538462,1.692307692307692,3,11,1,30,False,False,False,False,46,False,0.5866799866799867,medium
142,10,11,0.24444444444444444,2.2,1.16619037896906,1,4,1,2,False,False,False,False,1,False,0.06666666666666667,medium
143,10,6,0.13333333333333333,1.2,0.8717797887081347,0,3,4,0,False,True,True,True,0,True,0.0,medium
144,7,4,0.19047619047619047,1.1428571428571428,0.8329931278350429,0,2,3,0,False,True,True,True,0,True,0.0,small
145,18,141,0.9215686274509803,15.666666666666666,1.2018504251546631,14,17,1,124,False,False,False,False,639,False,0.9226588498647321,large
146,12,60,0.9090909090909091,10.0,0.7071067811865476,9,11,1,49,False,False,False,False,162,False,0.8963383838383838,medium
147,9,17,0.4722222222222222,3.7777777777777777,1.3966450099973928,1,6,1,9,False,False,False,False,9,False,0.4555555555555555,small
148,15,28,0.26666666666666666,3.7333333333333334,1.9821424996424675,0,7,3,16,False,False,False,True,13,False,0.29523809523809524,large
149,19,96,0.5614035087719298,10.105263157894736,1.4830529266953023,6,12,1,78,False,False,False,False,156,False,0.5217437533227006,large
150,8,22,0.7857142857142857,5.5,1.0,4,7,1,15,False,False,False,False,26,False,0.7767857142857143,small
151,13,63,0.8076923076923077,9.692307692307692,1.2015768732164085,7,12,1,51,False,False,False,False,149,False,0.8055500055500057,medium
152,10,19,0.4222222222222222,3.8,1.5362291495737217,1,7,1,10,False,False,False,False,9,False,0.44523809523809516,medium
153,15,99,0.9428571428571428,13.2,0.6531972647421809,12,14,1,85,False,False,False,False,379,False,0.9391719391719392,large
154,16,25,0.20833333333333334,3.125,1.6153559979150107,1,6,1,10,False,False,False,False,5,False,0.1958333333333333,large
155,8,5,0.17857142857142858,1.25,0.82915619758885,0,3,3,0,False,True,True,True,0,True,0.0,small
156,12,54,0.8181818181818182,9.0,1.4719601443879744,6,11,1,43,False,False,False,False,124,False,0.854515392015392,medium
157,14,90,0.989010989010989,12.857142857142858,0.34992710611188255,12,13,1,77,False,False,False,False,352,False,0.989010989010989,medium
158,5,7,0.7,2.8,0.7483314773547882,2,4,1,3,False,False,False,False,3,False,0.7666666666666666,small
159,11,46,0.8363636363636363,8.363636363636363,0.8813963377120598,7,10,1,36,False,False,False,False,94,False,0.8252525252525252,medium
160,19,105,0.6140350877192983,11.052631578947368,1.538067283810785,9,14,1,87,False,False,False,False,216,False,0.5964900596479543,large
161,17,127,0.9338235294117647,14.941176470588236,1.2588785034725116,12,16,1,111,False,False,False,False,559,False,0.9426989676989675,large
162,9,15,0.4166666666666667,3.3333333333333335,1.247219128924647,1,5,1,7,False,False,False,False,4,False,0.2222222222222222,small
163,13,75,0.9615384615384616,11.538461538461538,0.49851851526214314,11,12,1,63,False,False,False,False,253,False,0.9587412587412587,medium
164,13,5,0.0641025641025641,0.7692307692307693,0.7994080650317895,0,2,8,0,False,True,True,True,0,True,0.0,medium
165,8,28,1.0,7.0,0.0,7,7,1,21,False,False,False,False,56,False,1.0,small
166,15,2,0.01904761904761905,0.26666666666666666,0.44221663871405337,0,1,13,0,False,True,True,True,0,True,0.0,large
167,7,13,0.6190476190476191,3.7142857142857144,1.0301575072754257,2,5,1,7,False,False,False,False,7,False,0.5238095238095237,small
168,6,6,0.4,2.0,1.0,1,4,1,1,False,False,False,False,1,False,0.36111111111111116,small
169,9,6,0.16666666666666666,1.3333333333333333,0.816496580927726,0,3,3,0,False,True,True,True,0,True,0.0,small
170,14,59,0.6483516483516484,8.428571428571429,1.498298354528788,5,10,1,46,False,False,False,False,95,False,0.6265306122448979,medium
171,11,54,0.9818181818181818,9.818181818181818,0.385694607919935,9,10,1,44,False,False,False,False,156,False,0.9818181818181819,medium
172,15,39,0.37142857142857144,5.2,2.039607805437114,2,9,1,25,False,False,False,False,25,False,0.4262962962962963,large
173,15,55,0.5238095238095238,7.333333333333333,1.6599866130651644,5,11,1,41,False,False,False,False,62,False,0.5156998556998557,large
174,7,15,0.7142857142857143,4.285714285714286,0.880630571852711,3,6,1,9,False,False,False,False,12,False,0.7095238095238096,small
175,18,60,0.39215686274509803,6.666666666666667,1.9436506316151,4,10,1,43,False,False,False,False,47,False,0.3851851851851852,large
176,13,37,0.47435897435897434,5.6923076923076925,2.2999871365732387,2,11,1,25,False,False,False,False,37,False,0.6394272394272392,medium
177,13,51,0.6538461538461539,7.846153846153846,1.5112986695683461,6,11,1,39,False,False,False,False,79,False,0.6612887112887113,medium
178,12,48,0.7272727272727273,8.0,1.1547005383792515,6,10,1,37,False,False,False,False,80,False,0.7069444444444445,medium
179,12,52,0.7878787878787878,8.666666666666666,1.178511301977579,7,11,1,41,False,False,False,False,103,False,0.7621212121212122,medium
180,13,20,0.2564102564102564,3.076923076923077,1.268647884805434,2,6,1,8,False,False,False,False,3,False,0.21025641025641023,medium
181,10,44,0.9777777777777777,8.8,0.4,8,9,1,35,False,False,False,False,112,False,0.9777777777777776,medium
182,19,89,0.52046783625731,9.368421052631579,2.5794843694405993,5,16,1,71,False,False,False,False,147,False,0.5733967786599364,large
183,16,35,0.2916666666666667,4.375,1.3169567191065923,3,7,1,20,False,False,False,False,8,False,0.18571428571428572,large
184,18,82,0.5359477124183006,9.11111111111111,1.852592444503674,6,13,1,65,False,False,False,False,125,False,0.5452149702149701,large
185,19,114,0.6666666666666666,12.0,1.8353258709644942,9,15,1,96,False,False,False,False,289,False,0.6718424850003797,large
186,11,47,0.8545454545454545,8.545454545454545,0.7820295697311479,7,10,1,37,False,False,False,False,100,False,0.8388167388167389,medium
187,9,8,0.2222222222222222,1.7777777777777777,1.0304020550550783,0,4,2,1,False,False,False,True,0,True,0.0,small
188,5,10,1.0,4.0,0.0,4,4,1,6,False,False,False,False,10,False,1.0,small
189,15,38,0.3619047619047619,5.066666666666666,1.6110727964792764,3,8,1,24,False,False,False,False,19,False,0.3334920634920635,large
190,9,18,0.5,4.0,1.0540925533894598,2,5,1,10,False,False,False,False,6,False,0.3814814814814815,small
191,11,5,0.09090909090909091,0.9090909090909091,0.51425947722658,0,2,6,0,False,True,True,True,0,True,0.0,medium
192,19,11,0.06432748538011696,1.1578947368421053,0.8119604537127112,0,2,8,0,False,True,True,True,0,True,0.0,large
193,17,93,0.6838235294117647,10.941176470588236,1.7647058823529411,7,14,1,77,False,False,False,False,219,False,0.7006973418738124,large
194,11,13,0.23636363636363636,2.3636363636363638,1.3666633071248098,1,6,1,3,False,False,False,False,2,False,0.19393939393939394,medium
195,11,50,0.9090909090909091,9.090909090909092,0.668042657122685,8,10,1,40,False,False,False,False,122,False,0.9011544011544012,medium
196,6,3,0.2,1.0,0.816496580927726,0,2,3,0,False,True,True,True,0,True,0.0,small
197,10,42,0.9333333333333333,8.4,0.4898979485566356,8,9,1,33,False,False,False,False,96,False,0.9238095238095239,medium
198,7,14,0.6666666666666666,4.0,0.7559289460184544,3,5,1,8,False,False,False,False,9,False,0.6571428571428571,small
199,6,9,0.6,3.0,0.816496580927726,2,4,1,4,False,False,False,False,3,False,0.4444444444444444,small
200,19,17,0.09941520467836257,1.7894736842105263,1.1506953215302866,0,4,5,3,False,False,False,True,3,False,0.2807017543859649,large
201,10,22,0.4888888888888889,4.4,1.6852299546352716,2,7,1,13,False,False,False,False,15,False,0.6576190476190475,medium
202,7,8,0.38095238095238093,2.2857142857142856,1.0301575072754257,1,4,1,2,False,False,True,False,0,True,0.0,small
203,16,85,0.7083333333333334,10.625,1.8328597873268975,8,14,1,70,False,False,False,False,197,False,0.7037740037740038,large
204,11,9,0.16363636363636364,1.6363636363636365,1.1499191491521379,0,4,3,1,False,False,False,True,1,False,0.13636363636363635,medium
205,18,84,0.5490196078431373,9.333333333333334,2.260776661041756,5,14,1,67,False,False,False,False,138,False,0.5605320605320605,large
206,17,66,0.4852941176470588,7.764705882352941,2.9411764705882355,2,12,1,50,False,False,False,False,99,False,0.5766997708174179,large
207,18,27,0.17647058823529413,3.0,1.3333333333333333,1,5,2,11,False,False,False,False,1,False,0.027777777777777776,large
208,12,58,0.8787878787878788,9.666666666666666,1.1055415967851332,8,11,1,47,False,False,False,False,149,False,0.8808802308802309,medium
209,11,21,0.38181818181818183,3.8181818181818183,1.4024771473219555,2,6,1,11,False,False,False,False,9,False,0.5515151515151515,medium
210,7,4,0.19047619047619047,1.1428571428571428,0.6388765649999398,0,2,3,0,False,True,True,True,0,True,0.0,small
211,13,37,0.47435897435897434,5.6923076923076925,1.3803352649943352,3,8,1,25,False,False,False,False,25,False,0.3681318681318681,medium
212,13,32,0.41025641025641024,4.923076923076923,2.2000537917038603,0,8,2,21,False,False,False,True,26,False,0.44377289377289386,medium
213,7,10,0.47619047619047616,2.857142857142857,1.124858267715973,1,5,1,4,False,False,False,False,3,False,0.32857142857142857,small
214,9,12,0.3333333333333333,2.6666666666666665,1.4142135623730951,1,6,1,4,False,False,False,False,4,False,0.39999999999999997,small
215,15,52,0.49523809523809526,6.933333333333334,1.730767331432956,4,10,1,38,False,False,False,False,54,False,0.502010582010582,large
216,13,26,0.3333333333333333,4.0,1.5689290811054724,1,6,1,14,False,False,False,False,8,False,0.1717948717948718,medium
217,16,51,0.425,6.375,1.79843682124227,3,9,1,36,False,False,False,False,41,False,0.3869543650793651,large
218,12,50,0.7575757575757576,8.333333333333334,1.5986105077709065,6,11,1,39,False,False,False,False,96,False,0.7773448773448773,medium
219,6,12,0.8,4.0,1.0,3,5,1,7,False,False,False,False,10,False,0.8500000000000001,small
220,16,18,0.15,2.25,1.6770509831248424,1,7,2,4,False,False,False,False,2,False,0.15803571428571428,large
221,12,25,0.3787878787878788,4.166666666666667,1.4624940645653537,1,6,1,14,False,False,False,False,10,False,0.26388888888888884,medium
222,8,21,0.75,5.25,0.9682458365518543,4,7,1,14,False,False,False,False,23,False,0.7625,small
223,16,116,0.9666666666666667,14.5,0.6123724356957945,13,15,1,101,False,False,False,False,505,False,0.9659798534798535,large
224,14,52,0.5714285714285714,7.428571428571429,1.9166296949998196,5,10,1,39,False,False,False,False,70,False,0.6129251700680272,medium
225,16,36,0.3,4.5,1.5811388300841898,2,7,1,21,False,False,False,False,11,False,0.31607142857142856,large
226,13,26,0.3333333333333333,4.0,1.8397324220155997,1,8,1,14,False,False,False,False,11,False,0.34212454212454213,medium
227,12,8,0.12121212121212122,1.3333333333333333,0.8498365855987975,0,3,4,0,False,True,True,True,0,True,0.0,medium
228,14,16,0.17582417582417584,2.2857142857142856,1.3324827218698305,0,5,2,4,False,False,False,True,4,False,0.3904761904761904,medium
229,10,33,0.7333333333333333,6.6,1.3564659966250536,4,9,1,24,False,False,False,False,49,False,0.7804761904761904,medium
230,15,5,0.047619047619047616,0.6666666666666666,0.6992058987801011,0,2,10,0,False,True,True,True,0,True,0.0,large
231,7,4,0.19047619047619047,1.1428571428571428,0.8329931278350429,0,3,3,0,False,True,True,True,0,True,0.0,small
