instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
node_degree/size40/p0.65/57,node_degree,degree,zero_shot,23,qwen3-1.7b-think,qwen3-1.7b,True,integer,23,23,,True,1.0,1.0,False,False,0.0,False,generator,4160,unaffected,True,1.0,9461,correct,False
edge_existence/size40/p0.65/58,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,962,revised,True,0.7409523809523809,2183,correct,False
edge_existence/size40/p0.65/60,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1303,revised,True,0.7266666666666667,2620,correct,False
edge_existence/size40/p0.65/62,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1181,revised,True,0.7352380952380952,2467,correct,False
node_degree/size40/p0.65/64,node_degree,rwse,zero_shot,26,qwen3-1.7b-think,qwen3-1.7b,True,integer,34,34,,True,0.0,0.0,False,False,8.0,False,generator,5439,unaffected,True,0.21047619047619048,10832,wrong,False
node_degree/size40/p0.65/66,node_degree,components,zero_shot,27,qwen3-1.7b-think,qwen3-1.7b,True,integer,26,26,,True,0.0,0.0,False,False,1.0,False,generator,1933,unaffected,True,0.1442857142857143,3928,wrong,False
edge_existence/size40/p0.65/67,edge_existence,filler,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,689,revised,True,0.7352380952380952,1726,correct,False
edge_existence/size40/p0.65/69,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,6985,revised,True,0.7457142857142857,16859,correct,True
node_degree/size40/p0.65/71,node_degree,all,zero_shot,23,qwen3-1.7b-think,qwen3-1.7b,True,integer,23,23,,True,1.0,1.0,False,False,0.0,False,generator,3284,unaffected,True,1.0,8727,correct,False
node_degree/size40/p0.65/73,node_degree,clustering,zero_shot,24,qwen3-1.7b-think,qwen3-1.7b,True,integer,24,24,,True,1.0,1.0,False,False,0.0,False,generator,1975,unaffected,True,0.1442857142857143,4331,correct,False
node_degree/size40/p0.65/75,node_degree,none,zero_shot,22,qwen3-1.7b-think,qwen3-1.7b,True,integer,21,21,,True,0.0,0.0,False,False,1.0,False,generator,2440,unaffected,True,0.1442857142857143,4655,wrong,False
edge_existence/size40/p0.65/76,edge_existence,rwse,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1728,revised,True,0.5538095238095239,3422,correct,False
edge_existence/size40/p0.65/78,edge_existence,components,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,843,revised,True,0.7352380952380952,2022,correct,False
node_degree/size40/p0.65/80,node_degree,filler,zero_shot,25,qwen3-1.7b-think,qwen3-1.7b,True,integer,24,24,,True,0.0,0.0,False,False,1.0,False,generator,5044,revised,True,0.1442857142857143,12118,wrong,False
node_degree/size40/p0.65/82,node_degree,degree,zero_shot,18,qwen3-1.7b-think,qwen3-1.7b,True,integer,18,18,,True,1.0,1.0,False,False,0.0,False,generator,1143,unaffected,True,1.0,2753,correct,False
edge_existence/size40/p0.65/83,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,687,revised,True,0.7409523809523809,1832,correct,False
edge_existence/size40/p0.65/85,edge_existence,clustering,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1159,revised,True,0.7266666666666667,2454,correct,False
edge_existence/size40/p0.65/87,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1480,revised,True,0.7352380952380952,2755,correct,False
node_degree/size40/p0.65/89,node_degree,rwse,zero_shot,26,qwen3-1.7b-think,qwen3-1.7b,True,integer,26,26,,True,1.0,1.0,False,False,0.0,False,generator,1749,unaffected,True,0.21047619047619048,3917,correct,False
node_degree/size40/p0.65/91,node_degree,components,zero_shot,30,qwen3-1.7b-think,qwen3-1.7b,True,integer,29,29,,True,0.0,0.0,False,False,1.0,False,generator,1499,unaffected,True,0.1442857142857143,2868,wrong,False
edge_existence/size40/p0.65/92,edge_existence,filler,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,424,revised,True,0.7352380952380952,1142,correct,False
edge_existence/size40/p0.65/94,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1106,revised,True,0.7457142857142857,2315,correct,False
node_degree/size40/p0.65/96,node_degree,all,zero_shot,27,qwen3-1.7b-think,qwen3-1.7b,True,integer,27,27,,True,1.0,1.0,False,False,0.0,False,generator,3207,unaffected,True,1.0,8648,correct,False
node_degree/size40/p0.65/98,node_degree,clustering,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,29,29,,True,1.0,1.0,False,False,0.0,False,generator,1194,unaffected,True,0.1442857142857143,2311,correct,False
node_degree/size40/p0.75/0,node_degree,none,zero_shot,25,qwen3-1.7b-think,qwen3-1.7b,True,integer,24,24,,True,0.0,0.0,False,False,1.0,False,generator,2943,unaffected,True,0.1442857142857143,5116,wrong,False
edge_existence/size40/p0.75/1,edge_existence,rwse,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,2034,revised,True,0.5538095238095239,4277,correct,False
edge_existence/size40/p0.75/3,edge_existence,components,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1209,revised,True,0.7352380952380952,2587,correct,False
node_degree/size40/p0.75/5,node_degree,filler,zero_shot,32,qwen3-1.7b-think,qwen3-1.7b,True,integer,35,35,,True,0.0,0.0,False,False,3.0,False,generator,3514,revised,True,0.1442857142857143,6718,wrong,False
node_degree/size40/p0.75/7,node_degree,degree,zero_shot,27,qwen3-1.7b-think,qwen3-1.7b,True,integer,27,27,,True,1.0,1.0,False,False,0.0,False,generator,3944,unaffected,True,1.0,9122,correct,False
edge_existence/size40/p0.75/8,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1003,revised,True,0.7409523809523809,2115,correct,False
edge_existence/size40/p0.75/10,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,822,revised,True,0.7266666666666667,1913,correct,False
edge_existence/size40/p0.75/12,edge_existence,none,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1292,revised,True,0.7352380952380952,2570,correct,False
node_degree/size40/p0.75/14,node_degree,rwse,zero_shot,30,qwen3-1.7b-think,qwen3-1.7b,True,integer,29,29,,True,0.0,0.0,False,False,1.0,False,generator,2042,unaffected,True,0.21047619047619048,3964,wrong,False
node_degree/size40/p0.75/16,node_degree,components,zero_shot,33,qwen3-1.7b-think,qwen3-1.7b,True,integer,34,34,,True,0.0,0.0,False,False,1.0,False,generator,3925,unaffected,True,0.1442857142857143,6600,wrong,False
edge_existence/size40/p0.75/17,edge_existence,filler,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1859,revised,True,0.7352380952380952,3480,correct,False
edge_existence/size40/p0.75/19,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1031,revised,True,0.7457142857142857,2745,correct,False
node_degree/size40/p0.75/21,node_degree,all,zero_shot,36,qwen3-1.7b-think,qwen3-1.7b,True,integer,36,36,,True,1.0,1.0,False,False,0.0,False,generator,2273,unaffected,True,1.0,4882,correct,False
node_degree/size40/p0.75/23,node_degree,clustering,zero_shot,30,qwen3-1.7b-think,qwen3-1.7b,True,integer,32,32,,True,0.0,0.0,False,False,2.0,False,generator,2302,unaffected,True,0.1442857142857143,4478,wrong,False
node_degree/size40/p0.75/25,node_degree,none,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,34,34,,True,0.0,0.0,False,False,5.0,False,generator,4416,unaffected,True,0.1442857142857143,8074,wrong,False
edge_existence/size40/p0.75/26,edge_existence,rwse,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,924,revised,True,0.5538095238095239,2091,correct,False
edge_existence/size40/p0.75/28,edge_existence,components,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,718,revised,True,0.7352380952380952,1757,correct,False
node_degree/size40/p0.75/30,node_degree,filler,zero_shot,34,qwen3-1.7b-think,qwen3-1.7b,True,integer,32,32,,True,0.0,0.0,False,False,2.0,False,generator,2692,revised,True,0.1442857142857143,4731,wrong,False
node_degree/size40/p0.75/32,node_degree,degree,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,28,28,,True,0.0,0.0,False,False,1.0,False,generator,1853,unaffected,True,1.0,3498,wrong,False
edge_existence/size40/p0.75/33,edge_existence,all,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1756,revised,True,0.7409523809523809,3575,correct,False
edge_existence/size40/p0.75/35,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,733,revised,True,0.7266666666666667,1585,correct,False
edge_existence/size40/p0.75/37,edge_existence,none,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,905,revised,True,0.7352380952380952,2157,correct,False
node_degree/size40/p0.75/39,node_degree,rwse,zero_shot,28,qwen3-1.7b-think,qwen3-1.7b,True,integer,28,28,,True,1.0,1.0,False,False,0.0,False,generator,1586,unaffected,True,0.21047619047619048,3087,correct,False
node_degree/size40/p0.75/41,node_degree,components,zero_shot,28,qwen3-1.7b-think,qwen3-1.7b,True,integer,30,30,,True,0.0,0.0,False,False,2.0,False,generator,3274,unaffected,True,0.1442857142857143,6027,wrong,False
edge_existence/size40/p0.75/42,edge_existence,filler,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,921,revised,True,0.7352380952380952,1990,correct,False
edge_existence/size40/p0.75/44,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,3031,revised,True,0.7457142857142857,5976,correct,False
node_degree/size40/p0.75/46,node_degree,all,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,29,29,,True,1.0,1.0,False,False,0.0,False,generator,5171,unaffected,True,1.0,12955,correct,False
node_degree/size40/p0.75/48,node_degree,clustering,zero_shot,32,qwen3-1.7b-think,qwen3-1.7b,True,integer,33,33,,True,0.0,0.0,False,False,1.0,False,generator,3169,unaffected,True,0.1442857142857143,5933,wrong,False
node_degree/size40/p0.75/50,node_degree,none,zero_shot,30,qwen3-1.7b-think,qwen3-1.7b,True,integer,30,30,,True,1.0,1.0,False,False,0.0,False,generator,2573,unaffected,True,0.1442857142857143,4944,correct,False
edge_existence/size40/p0.75/51,edge_existence,rwse,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1374,revised,True,0.5538095238095239,2594,correct,False
edge_existence/size40/p0.75/53,edge_existence,components,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1066,revised,True,0.7352380952380952,2285,correct,False
node_degree/size40/p0.75/55,node_degree,filler,zero_shot,32,qwen3-1.7b-think,qwen3-1.7b,True,integer,34,34,,True,0.0,0.0,False,False,2.0,False,generator,3658,revised,True,0.1442857142857143,6670,wrong,False
node_degree/size40/p0.75/57,node_degree,degree,zero_shot,27,qwen3-1.7b-think,qwen3-1.7b,True,integer,27,27,,True,1.0,1.0,False,False,0.0,False,generator,2071,unaffected,True,1.0,4270,correct,False
edge_existence/size40/p0.75/58,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,682,revised,True,0.7409523809523809,1755,correct,False
edge_existence/size40/p0.75/60,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,736,revised,True,0.7266666666666667,1812,correct,False
edge_existence/size40/p0.75/62,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1355,revised,True,0.7352380952380952,2781,correct,False
node_degree/size40/p0.75/64,node_degree,rwse,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,28,28,,True,0.0,0.0,False,False,1.0,False,generator,1585,unaffected,True,0.21047619047619048,3599,wrong,False
node_degree/size40/p0.75/66,node_degree,components,zero_shot,31,qwen3-1.7b-think,qwen3-1.7b,True,integer,30,30,,True,0.0,0.0,False,False,1.0,False,generator,1355,unaffected,True,0.1442857142857143,2617,wrong,False
edge_existence/size40/p0.75/67,edge_existence,filler,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1013,revised,True,0.7352380952380952,2113,correct,False
edge_existence/size40/p0.75/69,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1302,revised,True,0.7457142857142857,2908,correct,False
node_degree/size40/p0.75/71,node_degree,all,zero_shot,28,qwen3-1.7b-think,qwen3-1.7b,True,integer,28,28,,True,1.0,1.0,False,False,0.0,False,generator,1953,unaffected,True,1.0,4016,correct,False
node_degree/size40/p0.75/73,node_degree,clustering,zero_shot,22,qwen3-1.7b-think,qwen3-1.7b,True,integer,21,21,,True,0.0,0.0,False,False,1.0,False,generator,1235,unaffected,True,0.1442857142857143,2851,wrong,False
node_degree/size40/p0.75/75,node_degree,none,zero_shot,33,qwen3-1.7b-think,qwen3-1.7b,True,integer,21,12,False,True,0.0,0.0,False,False,12.0,True,generator,8192,unaffected,False,0.1442857142857143,12535,non_terminating,False
edge_existence/size40/p0.75/76,edge_existence,rwse,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,951,revised,True,0.5538095238095239,2187,correct,False
edge_existence/size40/p0.75/78,edge_existence,components,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,636,revised,True,0.7352380952380952,1316,correct,False
node_degree/size40/p0.75/80,node_degree,filler,zero_shot,28,qwen3-1.7b-think,qwen3-1.7b,True,integer,28,28,,True,1.0,1.0,False,False,0.0,False,generator,3049,revised,True,0.1442857142857143,6033,correct,False
node_degree/size40/p0.75/82,node_degree,degree,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,29,29,,True,1.0,1.0,False,False,0.0,False,generator,2122,unaffected,True,1.0,4600,correct,False
edge_existence/size40/p0.75/83,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1327,revised,True,0.7409523809523809,2618,correct,False
edge_existence/size40/p0.75/85,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1057,revised,True,0.7266666666666667,2179,correct,False
edge_existence/size40/p0.75/87,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1100,revised,True,0.7352380952380952,2106,correct,False
node_degree/size40/p0.75/89,node_degree,rwse,zero_shot,23,qwen3-1.7b-think,qwen3-1.7b,True,integer,23,23,,True,1.0,1.0,False,False,0.0,False,generator,1219,unaffected,True,0.21047619047619048,2632,correct,False
node_degree/size40/p0.75/91,node_degree,components,zero_shot,33,qwen3-1.7b-think,qwen3-1.7b,True,integer,33,8,,True,1.0,1.0,False,False,0.0,False,generator,4449,unaffected,True,0.1442857142857143,7892,correct,False
edge_existence/size40/p0.75/92,edge_existence,filler,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,2610,revised,True,0.7352380952380952,4507,correct,False
edge_existence/size40/p0.75/94,edge_existence,degree,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,918,revised,True,0.7457142857142857,2012,correct,False
node_degree/size40/p0.75/96,node_degree,all,zero_shot,28,qwen3-1.7b-think,qwen3-1.7b,True,integer,27,27,,True,0.0,0.0,False,False,1.0,False,generator,1307,unaffected,True,1.0,2650,wrong,False
node_degree/size40/p0.75/98,node_degree,clustering,zero_shot,29,qwen3-1.7b-think,qwen3-1.7b,True,integer,35,35,,True,0.0,0.0,False,False,6.0,False,generator,2602,unaffected,True,0.1442857142857143,5160,wrong,False
node_degree/size40/p0.85/0,node_degree,none,zero_shot,36,qwen3-1.7b-think,qwen3-1.7b,True,integer,38,38,,True,0.0,0.0,False,False,2.0,False,generator,3907,unaffected,True,0.1442857142857143,7173,wrong,False
edge_existence/size40/p0.85/1,edge_existence,rwse,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1591,revised,True,0.5538095238095239,3023,correct,False
edge_existence/size40/p0.85/3,edge_existence,components,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1783,revised,True,0.7352380952380952,3285,correct,False
node_degree/size40/p0.85/5,node_degree,filler,zero_shot,35,qwen3-1.7b-think,qwen3-1.7b,True,integer,37,12,,True,0.0,0.0,False,False,2.0,False,generator,4927,revised,True,0.1442857142857143,7667,wrong,False
node_degree/size40/p0.85/7,node_degree,degree,zero_shot,36,qwen3-1.7b-think,qwen3-1.7b,True,integer,35,35,,True,0.0,0.0,False,False,1.0,False,generator,4005,unaffected,True,1.0,8065,wrong,False
edge_existence/size40/p0.85/8,edge_existence,all,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,827,revised,True,0.7409523809523809,1904,correct,False
edge_existence/size40/p0.85/10,edge_existence,clustering,zero_shot,Yes,qwen3-1.7b-think,qwen3-1.7b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,588,revised,True,0.7266666666666667,1549,correct,False
edge_existence/size40/p0.85/12,edge_existence,none,zero_shot,No,qwen3-1.7b-think,qwen3-1.7b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,931,revised,True,0.7352380952380952,2105,correct,False
node_degree/size40/p0.85/14,node_degree,rwse,zero_shot,32,qwen3-1.7b-think,qwen3-1.7b,True,integer,33,33,,True,0.0,0.0,False,False,1.0,False,generator,2624,unaffected,True,0.21047619047619048,5547,wrong,False
