instance_id,task,condition,style,gold,model,model_family,is_think,node_naming,predicted,predicted_first,looped_on_correct_answer,parsed,exact,primary,truncated_but_correct,truncated_but_partial_credit,absolute_error,non_terminating,non_terminating_source,n_new_tokens,wording,has_marker,shortcut_score,response_len_chars,failure_type,length_outlier
node_degree/22,node_degree,filler,zero_shot,2.,gemma4-12b-think,gemma4-12b,True,integer,2,0,,True,1.0,1.0,False,False,0.0,False,generator,856,revised,False,0.082,2258,correct,False
node_degree/24,node_degree,filler,zero_shot,8.,gemma4-12b-think,gemma4-12b,True,integer,8,0,False,True,0.0,0.0,True,False,0.0,True,generator,8192,revised,False,0.082,16436,non_terminating,True
node_degree/26,node_degree,filler,zero_shot,10.,gemma4-12b-think,gemma4-12b,True,integer,10,0,,True,1.0,1.0,False,False,0.0,False,generator,1455,revised,False,0.082,2492,correct,False
node_degree/28,node_degree,filler,zero_shot,3.,gemma4-12b-think,gemma4-12b,True,integer,3,14,,True,1.0,1.0,False,False,0.0,False,generator,800,revised,False,0.082,1630,correct,False
connected_nodes/0,connected_nodes,filler,zero_shot,"0, 1, 2, 4, 5, 6, 10, 11, 12, 13, 15, 16, 17.",gemma4-12b-think,gemma4-12b,True,integer,"0, 1, 2, 4, 5, 6, 10, 11, 12, 13",14,False,True,0.0,0.0,False,True,,True,generator,8192,revised,False,0.082,13101,non_terminating,True
connected_nodes/2,connected_nodes,filler,zero_shot, No nodes.,gemma4-12b-think,gemma4-12b,True,integer,No nodes,"0, 1, 2, 3, 4, 5, 6, 7, 8",,True,1.0,1.0,False,False,,False,generator,258,revised,False,0.082,783,correct,False
connected_nodes/4,connected_nodes,filler,zero_shot,"1, 2, 5, 7.",gemma4-12b-think,gemma4-12b,True,integer,"1, 2, 5, 7","0, 1, 2, 3, 4, 5, 6, 7",,True,1.0,1.0,False,False,,False,generator,299,revised,False,0.082,592,correct,False
connected_nodes/6,connected_nodes,filler,zero_shot,"0, 1, 11, 14, 15, 16.",gemma4-12b-think,gemma4-12b,True,integer,"0, 1, 11, 14, 15, 16",18,,True,1.0,1.0,False,False,,False,generator,1117,revised,False,0.082,2122,correct,False
connected_nodes/8,connected_nodes,filler,zero_shot,"2, 3.",gemma4-12b-think,gemma4-12b,True,integer,"2, 3","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",,True,1.0,1.0,False,False,,False,generator,732,revised,False,0.082,1627,correct,False
connected_nodes/10,connected_nodes,filler,zero_shot,"1, 2, 3, 4, 5, 6, 7, 8.",gemma4-12b-think,gemma4-12b,True,integer,"1, 2, 3, 4, 5, 6, 7, 8","0, 1, 2, 3, 4, 5, 6, 7, 8",,True,1.0,1.0,False,False,,False,generator,532,revised,False,0.082,935,correct,False
connected_nodes/12,connected_nodes,filler,zero_shot,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11.",gemma4-12b-think,gemma4-12b,True,integer,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",,True,1.0,1.0,False,False,,False,generator,1308,revised,True,0.082,2295,correct,False
connected_nodes/14,connected_nodes,filler,zero_shot,"4, 5.",gemma4-12b-think,gemma4-12b,True,integer,"4, 5","0, 1, 2, 3, 4, 5, 6, 7, 8",,True,1.0,1.0,False,False,,False,generator,402,revised,True,0.082,1067,correct,False
connected_nodes/16,connected_nodes,filler,zero_shot,"6, 7, 10, 13.",gemma4-12b-think,gemma4-12b,True,integer,"6, 7, 10, 13",17,,True,1.0,1.0,False,False,,False,generator,898,revised,False,0.082,1668,correct,False
connected_nodes/18,connected_nodes,filler,zero_shot,"3, 4, 5, 7, 8, 9, 10, 12, 13.",gemma4-12b-think,gemma4-12b,True,integer,1,13,False,True,0.0,0.0,False,False,,True,generator,8192,revised,False,0.082,16115,non_terminating,True
connected_nodes/20,connected_nodes,filler,zero_shot,"0, 6, 10, 11.",gemma4-12b-think,gemma4-12b,True,integer,"0, 6, 10, 11","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",,True,1.0,1.0,False,False,,False,generator,565,revised,False,0.082,1203,correct,False
connected_nodes/22,connected_nodes,filler,zero_shot,"3, 12.",gemma4-12b-think,gemma4-12b,True,integer,"3, 12","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",,True,1.0,1.0,False,False,,False,generator,627,revised,False,0.082,1586,correct,False
connected_nodes/24,connected_nodes,filler,zero_shot,"0, 1, 2, 4, 5, 6, 7, 8.",gemma4-12b-think,gemma4-12b,True,integer,"0, 1, 2, 4, 5, 6, 7, 8","0, 1, 2, 3, 4, 5, 6, 7, 8, 9",,True,1.0,1.0,False,False,,False,generator,933,revised,False,0.082,1794,correct,False
connected_nodes/26,connected_nodes,filler,zero_shot,"1, 2, 3, 4, 6, 7, 8, 9, 11, 12.",gemma4-12b-think,gemma4-12b,True,integer,"1, 2, 3, 4, 6, 7, 8, 9, 11, 12","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",False,True,0.0,0.0,True,False,,True,generator,8192,revised,False,0.082,15432,non_terminating,True
connected_nodes/28,connected_nodes,filler,zero_shot,"9, 11, 15.",gemma4-12b-think,gemma4-12b,True,integer,"9, 11, 15",18,,True,1.0,1.0,False,False,,False,generator,788,revised,False,0.082,1546,correct,False
edge_existence/0,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,3142,revised,False,0.794,4540,correct,False
edge_existence/0,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,4445,revised,True,0.498,6277,correct,True
edge_existence/0,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1923,revised,False,0.498,2968,correct,False
edge_existence/0,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,3090,revised,True,0.642,4599,correct,False
edge_existence/1,edge_existence,clustering,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,No,,True,1.0,1.0,False,False,,False,generator,330,revised,True,0.72,841,correct,False
edge_existence/1,edge_existence,degree,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,No,,True,1.0,1.0,False,False,,False,generator,550,revised,False,0.794,1385,correct,False
edge_existence/1,edge_existence,none,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,344,revised,True,0.498,820,correct,False
edge_existence/2,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,701,revised,False,0.794,1850,correct,False
edge_existence/2,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,823,revised,False,0.498,2153,correct,False
edge_existence/2,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,176,revised,True,0.498,513,correct,False
edge_existence/2,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1550,revised,True,0.642,4190,correct,False
edge_existence/3,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,684,revised,False,0.72,1515,correct,False
edge_existence/3,edge_existence,degree,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1284,revised,False,0.794,2667,correct,False
edge_existence/3,edge_existence,none,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1249,revised,False,0.498,2481,correct,False
edge_existence/4,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,771,revised,False,0.794,1842,correct,False
edge_existence/4,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,628,revised,False,0.498,1551,correct,False
edge_existence/4,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,302,revised,True,0.498,653,correct,False
edge_existence/4,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,889,revised,True,0.642,2153,correct,False
edge_existence/5,edge_existence,clustering,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1212,revised,True,0.72,2291,correct,False
edge_existence/5,edge_existence,degree,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1248,revised,True,0.794,2072,correct,False
edge_existence/5,edge_existence,none,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1143,revised,False,0.498,1912,correct,False
edge_existence/6,edge_existence,all,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,733,revised,False,0.794,1503,correct,False
edge_existence/6,edge_existence,components,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,817,revised,True,0.498,1720,correct,False
edge_existence/6,edge_existence,filler,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,733,revised,True,0.498,1487,correct,False
edge_existence/6,edge_existence,rwse,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,No,,True,1.0,1.0,False,False,,False,generator,841,revised,False,0.642,1756,correct,False
edge_existence/7,edge_existence,clustering,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,602,revised,False,0.72,1364,correct,False
edge_existence/7,edge_existence,degree,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,417,revised,False,0.794,877,correct,False
edge_existence/7,edge_existence,none,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,540,revised,False,0.498,1236,correct,False
edge_existence/8,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1431,revised,False,0.794,2813,correct,False
edge_existence/8,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1470,revised,False,0.498,2999,correct,False
edge_existence/8,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,807,revised,False,0.498,1764,correct,False
edge_existence/8,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,751,revised,False,0.642,1681,correct,False
edge_existence/9,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,Yes,,True,1.0,1.0,False,False,,False,generator,1411,revised,False,0.72,3384,correct,False
edge_existence/9,edge_existence,degree,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,584,revised,False,0.794,1395,correct,False
edge_existence/9,edge_existence,none,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,235,revised,False,0.498,555,correct,False
edge_existence/10,edge_existence,all,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,865,revised,True,0.794,2010,correct,False
edge_existence/10,edge_existence,components,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,523,revised,True,0.498,1018,correct,False
edge_existence/10,edge_existence,filler,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,526,revised,True,0.498,1032,correct,False
edge_existence/10,edge_existence,rwse,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,564,revised,True,0.642,1177,correct,False
edge_existence/11,edge_existence,clustering,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,261,revised,False,0.72,696,correct,False
edge_existence/11,edge_existence,degree,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,429,revised,False,0.794,1006,correct,False
edge_existence/11,edge_existence,none,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,246,revised,False,0.498,581,correct,False
edge_existence/12,edge_existence,all,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,808,revised,True,0.794,1567,correct,False
edge_existence/12,edge_existence,components,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,768,revised,False,0.498,1477,correct,False
edge_existence/12,edge_existence,filler,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,663,revised,True,0.498,1161,correct,False
edge_existence/12,edge_existence,rwse,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,845,revised,True,0.642,1605,correct,False
edge_existence/13,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1097,revised,True,0.72,2251,correct,False
edge_existence/13,edge_existence,degree,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,839,revised,False,0.794,2083,correct,False
edge_existence/13,edge_existence,none,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,869,revised,False,0.498,1877,correct,False
edge_existence/14,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1057,revised,False,0.794,3051,correct,False
edge_existence/14,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,401,revised,False,0.498,926,correct,False
edge_existence/14,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,259,revised,False,0.498,599,correct,False
edge_existence/14,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1507,revised,False,0.642,4214,correct,False
edge_existence/15,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,674,revised,False,0.72,1438,correct,False
edge_existence/15,edge_existence,degree,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,737,revised,False,0.794,1603,correct,False
edge_existence/15,edge_existence,none,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,660,revised,False,0.498,1512,correct,False
edge_existence/16,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1793,revised,True,0.794,3292,correct,False
edge_existence/16,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,934,revised,False,0.498,1818,correct,False
edge_existence/16,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1065,revised,False,0.498,2173,correct,False
edge_existence/16,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1623,revised,True,0.642,2894,correct,False
edge_existence/17,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,3749,revised,True,0.72,5783,correct,True
edge_existence/17,edge_existence,degree,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,Yes,,True,1.0,1.0,False,False,,False,generator,3200,revised,False,0.794,4968,correct,False
edge_existence/17,edge_existence,none,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,2110,revised,True,0.498,3414,correct,False
edge_existence/18,edge_existence,all,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,974,revised,True,0.794,1780,correct,False
edge_existence/18,edge_existence,components,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,935,revised,False,0.498,1697,correct,False
edge_existence/18,edge_existence,filler,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,793,revised,True,0.498,1280,correct,False
edge_existence/18,edge_existence,rwse,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,1032,revised,False,0.642,1854,correct,False
edge_existence/19,edge_existence,clustering,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,757,revised,True,0.72,1681,correct,False
edge_existence/19,edge_existence,degree,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,836,revised,False,0.794,1784,correct,False
edge_existence/19,edge_existence,none,zero_shot,Yes.,gemma4-12b-think,gemma4-12b,True,integer,Yes,Yes,,True,1.0,1.0,False,False,,False,generator,737,revised,False,0.498,1641,correct,False
edge_existence/20,edge_existence,all,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1553,revised,False,0.794,2895,correct,False
edge_existence/20,edge_existence,components,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,985,revised,False,0.498,1907,correct,False
edge_existence/20,edge_existence,filler,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,874,revised,False,0.498,1797,correct,False
edge_existence/20,edge_existence,rwse,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,True,True,0.0,0.0,True,False,,True,generator,8192,revised,True,0.642,12618,non_terminating,True
edge_existence/21,edge_existence,clustering,zero_shot,No.,gemma4-12b-think,gemma4-12b,True,integer,No,No,,True,1.0,1.0,False,False,,False,generator,1257,revised,False,0.72,2221,correct,False
